#time	cps	counts	seconds	cpm_3	cpm_30	cpm_300	peak_3	peak_30	peak_300	src	site
2026-09-01T00:00:00	9.292	272	29.2737	40.0	546.0	89.8	5180.0	554.0	89.8	flash	Bellevue High School
2026-09-01T00:00:30	0.464	14	30.1676	20.0	28.0	88.6	80.0	558.0	90.8	flash	Bellevue High School
2026-09-01T00:01:00	0.961	29	30.1676	20.0	58.0	91.6	140.0	60.0	91.6	flash	Bellevue High School
2026-09-01T00:01:30	0.464	14	30.1676	0.0	28.0	88.2	100.0	64.0	91.2	flash	Bellevue High School
2026-09-01T00:02:00	0.630	19	30.1676	20.0	38.0	88.6	160.0	40.0	88.8	flash	Bellevue High School
2026-09-01T00:02:30	0.696	21	30.1676	0.0	42.0	88.0	120.0	50.0	89.8	flash	Bellevue High School
2026-09-01T00:03:00	9.174	268	29.2123	20.0	536.0	140.8	5200.0	536.0	140.8	flash	Bellevue High School
2026-09-01T00:03:30	0.725	22	30.3352	100.0	44.0	141.2	100.0	556.0	142.0	flash	Bellevue High School
2026-09-01T00:04:00	0.824	25	30.3352	20.0	50.0	142.2	180.0	58.0	142.2	flash	Bellevue High School
2026-09-01T00:04:30	0.784	23	29.324	20.0	48.0	141.6	100.0	70.0	143.0	flash	Bellevue High School
2026-09-01T00:05:00	0.494	15	30.3352	20.0	30.0	90.0	100.0	52.0	143.0	flash	Bellevue High School
2026-09-01T00:05:30	0.890	27	30.3352	60.0	54.0	92.6	140.0	54.0	92.6	flash	Bellevue High School
2026-09-01T00:06:00	0.853	25	29.324	20.0	54.0	92.0	180.0	70.0	93.2	flash	Bellevue High School
2026-09-01T00:06:30	0.396	12	30.3352	40.0	24.0	91.4	100.0	56.0	92.2	flash	Bellevue High School
2026-09-01T00:07:00	0.659	20	30.3352	40.0	40.0	91.6	120.0	44.0	93.2	flash	Bellevue High School
2026-09-01T00:07:30	0.546	16	29.324	0.0	32.0	90.6	160.0	40.0	92.0	flash	Bellevue High School
2026-09-01T00:08:00	0.824	25	30.3352	20.0	50.0	42.0	160.0	56.0	92.4	flash	Bellevue High School
2026-09-01T00:08:30	0.560	17	30.3352	0.0	34.0	41.0	160.0	64.0	42.8	flash	Bellevue High School
2026-09-01T00:09:00	0.955	28	29.324	20.0	56.0	41.8	160.0	56.0	42.6	flash	Bellevue High School
2026-09-01T00:09:30	0.494	15	30.3352	0.0	30.0	40.0	200.0	56.0	41.6	flash	Bellevue High School
2026-09-01T00:10:00	0.758	23	30.3352	40.0	46.0	41.6	140.0	62.0	41.6	flash	Bellevue High School
2026-09-01T00:10:30	0.614	18	29.324	100.0	38.0	40.2	160.0	48.0	41.8	flash	Bellevue High School
2026-09-01T00:11:00	0.527	16	30.3352	40.0	32.0	38.0	160.0	38.0	39.8	flash	Bellevue High School
2026-09-01T00:11:30	0.923	28	30.3352	120.0	56.0	41.2	120.0	60.0	41.2	flash	Bellevue High School
2026-09-01T00:12:00	0.749	22	29.3581	0.0	48.0	41.6	180.0	66.0	42.6	flash	Bellevue High School
2026-09-01T00:12:30	0.590	18	30.5056	20.0	36.0	42.0	100.0	52.0	43.8	flash	Bellevue High School
2026-09-01T00:13:00	0.441	13	29.4888	120.0	28.0	39.6	120.0	40.0	42.8	flash	Bellevue High School
2026-09-01T00:13:30	0.688	21	30.5056	0.0	42.0	40.4	120.0	54.0	40.4	flash	Bellevue High School
2026-09-01T00:14:00	0.543	16	29.4888	180.0	32.0	38.0	180.0	48.0	40.6	flash	Bellevue High School
2026-09-01T00:14:30	0.688	21	30.5056	20.0	42.0	39.2	220.0	58.0	40.6	flash	Bellevue High School
2026-09-01T00:15:00	9.708	286	29.4604	40.0	574.0	92.0	5200.0	574.0	92.0	flash	Bellevue High School
2026-09-01T00:15:30	0.824	25	30.3352	20.0	50.0	93.2	160.0	588.0	94.4	flash	Bellevue High School
2026-09-01T00:16:00	0.462	14	30.3352	0.0	28.0	92.8	80.0	48.0	94.8	flash	Bellevue High School
2026-09-01T00:16:30	0.750	22	29.324	100.0	44.0	92.0	120.0	44.0	93.2	flash	Bellevue High School
2026-09-01T00:17:00	0.725	22	30.3352	40.0	44.0	91.6	120.0	52.0	92.4	flash	Bellevue High School
2026-09-01T00:17:30	0.758	23	30.3352	40.0	46.0	92.6	120.0	52.0	92.6	flash	Bellevue High School
2026-09-01T00:18:00	0.955	28	29.324	40.0	58.0	96.2	160.0	64.0	96.8	flash	Bellevue High School
2026-09-01T00:18:30	0.758	23	30.3352	40.0	46.0	96.0	120.0	62.0	97.0	flash	Bellevue High School
2026-09-01T00:19:00	0.198	6	30.3352	0.0	12.0	94.0	60.0	46.0	96.4	flash	Bellevue High School
2026-09-01T00:19:30	0.614	18	29.324	0.0	36.0	93.6	140.0	36.0	94.2	flash	Bellevue High School
2026-09-01T00:20:00	1.022	31	30.3352	20.0	62.0	42.4	160.0	66.0	95.8	flash	Bellevue High School
2026-09-01T00:20:30	0.989	30	30.3352	40.0	60.0	43.4	140.0	64.0	44.0	flash	Bellevue High School
2026-09-01T00:21:00	0.716	21	29.3408	20.0	46.0	44.8	120.0	68.0	44.8	flash	Bellevue High School
2026-09-01T00:21:30	0.918	28	30.5028	20.0	56.0	46.0	160.0	56.0	46.8	flash	Bellevue High School
2026-09-01T00:22:00	0.407	12	29.486	20.0	26.0	44.0	60.0	58.0	46.2	flash	Bellevue High School
2026-09-01T00:22:30	0.525	16	30.5028	20.0	32.0	42.8	100.0	36.0	44.0	flash	Bellevue High School
2026-09-01T00:23:00	0.950	28	29.486	40.0	56.0	42.6	140.0	64.0	43.8	flash	Bellevue High School
2026-09-01T00:23:30	0.328	10	30.5028	20.0	20.0	40.0	60.0	56.0	42.8	flash	Bellevue High School
2026-09-01T00:24:00	0.339	10	29.4804	0.0	20.0	40.8	80.0	26.0	40.8	flash	Bellevue High School
2026-09-01T00:24:30	0.824	25	30.3352	140.0	50.0	42.2	140.0	50.0	42.2	flash	Bellevue High School
2026-09-01T00:25:00	0.198	6	30.3352	0.0	12.0	37.2	140.0	52.0	41.6	flash	Bellevue High School
2026-09-01T00:25:30	0.784	23	29.324	40.0	46.0	36.2	140.0	46.0	37.6	flash	Bellevue High School
2026-09-01T00:26:00	0.494	15	30.3352	20.0	30.0	34.6	60.0	46.0	35.8	flash	Bellevue High School
2026-09-01T00:26:30	0.692	21	30.3352	0.0	42.0	33.2	120.0	48.0	35.6	flash	Bellevue High School
2026-09-01T00:27:00	0.989	29	29.324	140.0	58.0	36.8	280.0	66.0	36.8	flash	Bellevue High School
2026-09-01T00:27:30	9.230	280	30.3352	0.0	560.0	89.4	5240.0	574.0	90.2	flash	Bellevue High School
2026-09-01T00:28:00	0.494	15	30.3352	0.0	30.0	86.8	120.0	58.0	89.4	flash	Bellevue High School
2026-09-01T00:28:30	0.857	26	30.3352	60.0	52.0	90.0	220.0	52.0	90.0	flash	Bellevue High School
2026-09-01T00:29:00	0.818	24	29.324	100.0	48.0	92.8	120.0	60.0	92.8	flash	Bellevue High School
2026-09-01T00:29:30	0.396	12	30.3352	0.0	24.0	90.2	120.0	50.0	93.0	flash	Bellevue High School
2026-09-01T00:30:00	0.494	15	30.3352	20.0	30.0	92.0	100.0	32.0	92.0	flash	Bellevue High School
2026-09-01T00:30:30	26.747	780	29.162	0.0	1562.0	243.4	15380.0	1572.0	245.4	flash	Bellevue High School
2026-09-01T00:31:00	0.796	24	30.1676	60.0	48.0	245.4	160.0	1560.0	245.6	flash	Bellevue High School
2026-09-01T00:31:30	0.464	14	30.1676	0.0	28.0	243.8	100.0	52.0	246.2	flash	Bellevue High School
2026-09-01T00:32:00	0.464	14	30.1676	0.0	28.0	240.8	100.0	40.0	244.0	flash	Bellevue High School
2026-09-01T00:32:30	0.597	18	30.1676	100.0	36.0	188.4	120.0	36.0	191.0	flash	Bellevue High School
2026-09-01T00:33:00	0.530	16	30.1676	0.0	32.0	188.6	80.0	42.0	188.8	flash	Bellevue High School
2026-09-01T00:33:30	0.407	12	29.486	40.0	24.0	185.8	100.0	34.0	188.6	flash	Bellevue High School
2026-09-01T00:34:00	0.820	25	30.5028	120.0	50.0	186.0	120.0	50.0	187.2	flash	Bellevue High School
2026-09-01T00:34:30	0.746	22	29.486	20.0	54.0	188.0	140.0	62.0	188.6	flash	Bellevue High School
2026-09-01T00:35:00	0.426	13	30.5028	120.0	26.0	187.8	120.0	44.0	188.8	flash	Bellevue High School
2026-09-01T00:35:30	0.509	15	29.486	40.0	30.0	34.6	100.0	42.0	187.8	flash	Bellevue High School
2026-09-01T00:36:00	0.852	26	30.5028	40.0	52.0	35.0	200.0	54.0	35.6	flash	Bellevue High School
2026-09-01T00:36:30	0.648	19	29.3352	40.0	38.0	36.0	120.0	50.0	36.0	flash	Bellevue High School
2026-09-01T00:37:00	0.824	25	30.3352	80.0	50.0	38.2	160.0	56.0	38.2	flash	Bellevue High School
2026-09-01T00:37:30	0.593	18	30.3352	40.0	36.0	38.2	140.0	66.0	39.6	flash	Bellevue High School
2026-09-01T00:38:00	0.921	27	29.324	80.0	56.0	40.4	140.0	58.0	40.4	flash	Bellevue High School
2026-09-01T00:38:30	0.527	16	30.3352	20.0	32.0	41.2	140.0	64.0	41.6	flash	Bellevue High School
2026-09-01T00:39:00	0.560	17	30.3352	20.0	34.0	40.6	180.0	46.0	41.6	flash	Bellevue High School
2026-09-01T00:39:30	0.750	22	29.324	40.0	44.0	39.8	160.0	46.0	39.8	flash	Bellevue High School
2026-09-01T00:40:00	0.725	22	30.3352	0.0	44.0	41.4	140.0	64.0	42.6	flash	Bellevue High School
2026-09-01T00:40:30	0.725	22	30.3352	40.0	44.0	42.8	140.0	44.0	42.8	flash	Bellevue High School
2026-09-01T00:41:00	0.989	29	29.324	20.0	58.0	43.4	200.0	66.0	44.0	flash	Bellevue High School
2026-09-01T00:41:30	0.791	24	30.3352	40.0	48.0	44.4	140.0	58.0	44.8	flash	Bellevue High School
2026-09-01T00:42:00	0.758	23	30.3352	40.0	46.0	44.0	120.0	54.0	45.4	flash	Bellevue High School
2026-09-01T00:42:30	10.108	295	29.1844	80.0	590.0	99.6	5180.0	594.0	99.6	flash	Bellevue High School
2026-09-01T00:43:00	1.691	51	30.1676	0.0	102.0	104.2	360.0	592.0	105.0	flash	Bellevue High School
2026-09-01T00:43:30	1.425	43	30.1676	120.0	86.0	109.6	540.0	152.0	110.0	flash	Bellevue High School
2026-09-01T00:44:00	1.260	38	30.1676	20.0	76.0	113.8	240.0	116.0	113.8	flash	Bellevue High School
2026-09-01T00:44:30	2.254	68	30.1676	60.0	136.0	123.0	440.0	136.0	123.0	flash	Bellevue High School
2026-09-01T00:45:00	1.889	57	30.1676	80.0	114.0	130.0	400.0	120.0	130.0	flash	Bellevue High School
2026-09-01T00:45:30	0.514	15	29.1612	0.0	30.0	128.6	140.0	120.0	132.0	flash	Bellevue High School
2026-09-01T00:46:00	0.398	12	30.1667	20.0	24.0	125.2	80.0	30.0	128.6	flash	Bellevue High School
2026-09-01T00:46:30	0.928	28	30.1667	20.0	56.0	126.2	140.0	58.0	127.4	flash	Bellevue High School
2026-09-01T00:47:00	0.663	20	30.1667	0.0	40.0	125.4	220.0	56.0	126.2	flash	Bellevue High School
2026-09-01T00:47:30	0.762	23	30.1667	60.0	46.0	71.0	120.0	60.0	125.4	flash	Bellevue High School
2026-09-01T00:48:00	0.729	22	30.1667	40.0	44.0	65.2	180.0	52.0	71.2	flash	Bellevue High School
2026-09-01T00:48:30	0.444	13	29.2959	80.0	26.0	59.2	80.0	44.0	65.2	flash	Bellevue High School
2026-09-01T00:49:00	0.396	12	30.3352	0.0	24.0	54.2	100.0	46.0	59.4	flash	Bellevue High School
2026-09-01T00:49:30	0.659	20	30.3352	0.0	40.0	44.4	120.0	40.0	54.0	flash	Bellevue High School
2026-09-01T00:50:00	0.955	28	29.324	40.0	56.0	38.6	200.0	56.0	44.2	flash	Bellevue High School
2026-09-01T00:50:30	0.593	18	30.3352	180.0	36.0	39.2	180.0	66.0	39.2	flash	Bellevue High School
2026-09-01T00:51:00	0.363	11	30.3352	20.0	22.0	39.0	120.0	38.0	40.2	flash	Bellevue High School
2026-09-01T00:51:30	0.887	26	29.324	40.0	54.0	38.6	200.0	54.0	39.4	flash	Bellevue High School
2026-09-01T00:52:00	1.022	31	30.3352	0.0	62.0	40.8	160.0	78.0	42.6	flash	Bellevue High School
2026-09-01T00:52:30	1.352	41	30.3352	80.0	82.0	44.4	280.0	82.0	45.0	flash	Bellevue High School
2026-09-01T00:53:00	1.466	43	29.324	180.0	86.0	48.6	280.0	94.0	48.6	flash	Bellevue High School
2026-09-01T00:53:30	0.791	24	30.3352	0.0	48.0	50.8	280.0	86.0	52.0	flash	Bellevue High School
2026-09-01T00:54:00	1.714	52	30.3352	160.0	104.0	58.8	360.0	104.0	58.8	flash	Bellevue High School
2026-09-01T00:54:30	1.637	48	29.324	260.0	98.0	64.4	280.0	108.0	64.4	flash	Bellevue High School
2026-09-01T00:55:00	2.242	68	30.3352	20.0	136.0	72.4	380.0	160.0	72.6	flash	Bellevue High School
2026-09-01T00:55:30	1.121	34	30.3352	20.0	68.0	75.6	220.0	122.0	77.2	flash	Bellevue High School
2026-09-01T00:56:00	1.364	40	29.324	200.0	80.0	81.6	300.0	98.0	81.6	flash	Bellevue High School
2026-09-01T00:56:30	1.417	43	30.3352	60.0	86.0	84.8	380.0	106.0	85.4	flash	Bellevue High School
2026-09-01T00:57:00	1.846	56	30.3352	20.0	112.0	89.8	520.0	136.0	90.2	flash	Bellevue High School
2026-09-01T00:57:30	1.301	38	29.2067	40.0	76.0	89.2	380.0	110.0	90.2	flash	Bellevue High School
2026-09-01T00:58:00	1.293	39	30.1676	0.0	78.0	88.4	280.0	136.0	92.0	flash	Bellevue High School
2026-09-01T00:58:30	2.088	63	30.1676	120.0	126.0	96.2	480.0	126.0	96.2	flash	Bellevue High School
2026-09-01T00:59:00	1.160	35	30.1676	0.0	70.0	93.0	240.0	152.0	96.2	flash	Bellevue High School
2026-09-01T00:59:30	1.757	53	30.1676	20.0	106.0	93.8	660.0	106.0	96.2	flash	Bellevue High School
2026-09-01T01:00:00	1.028	31	30.1676	20.0	62.0	86.4	480.0	134.0	92.4	flash	Bellevue High School
2026-09-01T01:00:30	1.234	36	29.162	0.0	72.0	86.8	660.0	74.0	90.6	flash	Bellevue High School
2026-09-01T01:01:00	1.459	44	30.1676	0.0	88.0	87.6	320.0	126.0	89.8	flash	Bellevue High School
2026-09-01T01:01:30	1.823	55	30.1676	20.0	110.0	90.2	520.0	140.0	93.0	flash	Bellevue High School
2026-09-01T01:02:00	1.127	34	30.1676	20.0	68.0	85.6	240.0	138.0	92.2	flash	Bellevue High School
2026-09-01T01:02:30	0.895	27	30.1676	0.0	54.0	83.4	360.0	92.0	90.2	flash	Bellevue High School
2026-09-01T01:03:00	0.464	14	30.1676	20.0	28.0	78.4	100.0	54.0	83.4	flash	Bellevue High School
2026-09-01T01:03:30	0.205	6	29.2793	20.0	14.0	67.2	60.0	36.0	79.0	flash	Bellevue High School
2026-09-01T01:04:00	0.659	20	30.3352	40.0	40.0	64.0	160.0	40.0	68.4	flash	Bellevue High School
2026-09-01T01:04:30	0.824	25	30.3352	0.0	50.0	58.4	140.0	62.0	65.6	flash	Bellevue High School
2026-09-01T01:05:00	0.887	26	29.324	20.0	52.0	57.4	160.0	58.0	61.0	flash	Bellevue High School
2026-09-01T01:05:30	0.462	14	30.3352	20.0	28.0	53.0	80.0	52.0	58.6	flash	Bellevue High School
2026-09-01T01:06:00	0.264	8	30.3352	20.0	16.0	45.8	60.0	30.0	53.0	flash	Bellevue High School
2026-09-01T01:06:30	0.512	15	29.324	80.0	30.0	37.8	80.0	30.0	46.8	flash	Bellevue High School
2026-09-01T01:07:00	0.494	15	30.3352	0.0	30.0	34.0	100.0	42.0	38.0	flash	Bellevue High School
2026-09-01T01:07:30	0.725	22	30.3352	0.0	44.0	33.0	140.0	50.0	35.0	flash	Bellevue High School
2026-09-01T01:08:00	0.580	17	29.324	20.0	34.0	33.8	140.0	42.0	34.8	flash	Bellevue High School
2026-09-01T01:08:30	0.626	19	30.3352	20.0	38.0	36.2	120.0	44.0	36.4	flash	Bellevue High School
2026-09-01T01:09:00	0.462	14	30.3352	40.0	28.0	35.0	80.0	46.0	37.2	flash	Bellevue High School
2026-09-01T01:09:30	0.716	21	29.324	20.0	42.0	34.2	120.0	46.0	35.0	flash	Bellevue High School
2026-09-01T01:10:00	0.989	30	30.3352	0.0	60.0	35.0	220.0	72.0	37.0	flash	Bellevue High School
2026-09-01T01:10:30	0.494	15	30.3352	60.0	30.0	35.2	140.0	62.0	36.6	flash	Bellevue High School
2026-09-01T01:11:00	0.477	14	29.324	0.0	30.0	36.4	100.0	34.0	37.0	flash	Bellevue High School
2026-09-01T01:11:30	0.989	30	30.3352	0.0	60.0	39.4	180.0	62.0	40.2	flash	Bellevue High School
2026-09-01T01:12:00	1.022	31	30.3352	60.0	62.0	42.6	180.0	72.0	42.6	flash	Bellevue High School
2026-09-01T01:12:30	0.648	19	29.324	60.0	42.0	42.0	180.0	70.0	43.8	flash	Bellevue High School
2026-09-01T01:13:00	1.088	33	30.3352	0.0	66.0	45.2	200.0	72.0	46.4	flash	Bellevue High School
2026-09-01T01:13:30	0.560	17	30.3352	20.0	34.0	44.8	180.0	60.0	45.6	flash	Bellevue High School
2026-09-01T01:14:00	0.580	17	29.324	100.0	34.0	45.4	140.0	48.0	45.4	flash	Bellevue High School
2026-09-01T01:14:30	0.890	27	30.3352	60.0	54.0	46.6	180.0	60.0	47.0	flash	Bellevue High School
2026-09-01T01:15:00	1.088	33	30.3352	200.0	66.0	47.2	200.0	66.0	47.2	flash	Bellevue High School
2026-09-01T01:15:30	0.614	18	29.324	40.0	42.0	48.0	180.0	68.0	48.4	flash	Bellevue High School
2026-09-01T01:16:00	0.659	20	30.3352	0.0	40.0	49.0	120.0	48.0	49.4	flash	Bellevue High School
2026-09-01T01:16:30	0.659	20	30.3352	0.0	40.0	47.0	120.0	50.0	50.0	flash	Bellevue High School
2026-09-01T01:17:00	0.989	29	29.324	100.0	58.0	47.0	160.0	58.0	47.2	flash	Bellevue High School
2026-09-01T01:17:30	0.791	24	30.3352	20.0	48.0	47.6	180.0	60.0	48.2	flash	Bellevue High School
2026-09-01T01:18:00	0.626	19	30.3352	100.0	38.0	44.8	140.0	62.0	47.2	flash	Bellevue High School
2026-09-01T01:18:30	9.480	278	29.324	0.0	562.0	97.0	5160.0	566.0	98.4	flash	Bellevue High School
2026-09-01T01:19:00	0.626	19	30.3352	80.0	38.0	97.4	80.0	558.0	98.0	flash	Bellevue High School
2026-09-01T01:19:30	0.527	16	30.3352	0.0	32.0	95.2	140.0	50.0	97.4	flash	Bellevue High School
2026-09-01T01:20:00	0.784	23	29.324	0.0	46.0	93.8	120.0	50.0	96.6	flash	Bellevue High School
2026-09-01T01:20:30	0.890	27	30.3352	0.0	54.0	95.0	200.0	62.0	96.0	flash	Bellevue High School
2026-09-01T01:21:00	0.527	16	30.3352	0.0	32.0	94.2	180.0	54.0	95.6	flash	Bellevue High School
2026-09-01T01:21:30	18.090	532	29.4078	60.0	1064.0	196.6	10240.0	1064.0	197.2	flash	Bellevue High School
2026-09-01T01:22:00	0.721	22	30.5028	0.0	44.0	195.2	260.0	1084.0	198.8	flash	Bellevue High School
2026-09-01T01:22:30	0.814	24	29.486	60.0	48.0	195.2	120.0	48.0	195.8	flash	Bellevue High School
2026-09-01T01:23:00	0.393	12	30.5028	0.0	24.0	194.4	120.0	52.0	195.6	flash	Bellevue High School
2026-09-01T01:23:30	0.780	23	29.486	60.0	46.0	142.8	120.0	52.0	194.8	flash	Bellevue High School
2026-09-01T01:24:00	0.426	13	30.5028	20.0	26.0	141.6	100.0	50.0	143.6	flash	Bellevue High School
2026-09-01T01:24:30	0.682	20	29.3408	60.0	42.0	142.4	120.0	42.0	142.4	flash	Bellevue High School
2026-09-01T01:25:00	0.331	10	30.1676	0.0	20.0	139.8	80.0	42.0	142.8	flash	Bellevue High School
2026-09-01T01:25:30	0.398	12	30.1676	20.0	24.0	136.8	60.0	24.0	139.8	flash	Bellevue High School
2026-09-01T01:26:00	0.994	30	30.1676	20.0	60.0	139.6	160.0	62.0	139.6	flash	Bellevue High School
2026-09-01T01:26:30	0.796	24	30.1676	20.0	48.0	38.0	120.0	66.0	140.8	flash	Bellevue High School
2026-09-01T01:27:00	0.796	24	30.1676	40.0	48.0	38.4	260.0	54.0	38.4	flash	Bellevue High School
2026-09-01T01:27:30	0.616	18	29.2346	0.0	36.0	37.2	140.0	64.0	40.2	flash	Bellevue High School
2026-09-01T01:28:00	0.560	17	30.3352	40.0	34.0	38.2	100.0	36.0	38.8	flash	Bellevue High School
2026-09-01T01:28:30	1.022	31	30.3352	40.0	62.0	39.8	160.0	70.0	40.2	flash	Bellevue High School
2026-09-01T01:29:00	0.648	19	29.324	40.0	40.0	41.2	80.0	62.0	41.2	flash	Bellevue High School
2026-09-01T01:29:30	0.626	19	30.3352	20.0	38.0	40.8	140.0	50.0	42.2	flash	Bellevue High School
2026-09-01T01:30:00	0.462	14	30.3352	0.0	28.0	41.6	120.0	42.0	42.2	flash	Bellevue High School
2026-09-01T01:30:30	0.818	24	29.324	140.0	48.0	44.0	180.0	48.0	44.0	flash	Bellevue High School
2026-09-01T01:31:00	0.857	26	30.3352	80.0	52.0	43.2	180.0	72.0	45.2	flash	Bellevue High School
2026-09-01T01:31:30	0.758	23	30.3352	60.0	46.0	43.0	120.0	50.0	43.2	flash	Bellevue High School
2026-09-01T01:32:00	0.341	10	29.324	20.0	24.0	40.2	60.0	48.0	43.2	flash	Bellevue High School
2026-09-01T01:32:30	0.692	21	30.3352	0.0	42.0	40.8	120.0	48.0	41.6	flash	Bellevue High School
2026-09-01T01:33:00	0.791	24	30.3352	0.0	48.0	42.2	140.0	48.0	43.0	flash	Bellevue High School
2026-09-01T01:33:30	0.853	25	29.324	60.0	50.0	41.2	120.0	56.0	42.4	flash	Bellevue High School
2026-09-01T01:34:00	0.494	15	30.3352	0.0	30.0	40.2	80.0	50.0	41.6	flash	Bellevue High School
2026-09-01T01:34:30	0.626	19	30.3352	40.0	38.0	40.2	100.0	38.0	40.2	flash	Bellevue High School
2026-09-01T01:35:00	0.818	24	29.324	60.0	50.0	42.2	140.0	52.0	42.2	flash	Bellevue High School
2026-09-01T01:35:30	0.725	22	30.3352	40.0	44.0	41.8	120.0	60.0	44.2	flash	Bellevue High School
2026-09-01T01:36:00	0.857	26	30.3352	0.0	52.0	41.8	160.0	60.0	42.8	flash	Bellevue High School
2026-09-01T01:36:30	0.580	17	29.324	20.0	34.0	41.0	100.0	52.0	42.2	flash	Bellevue High School
2026-09-01T01:37:00	0.527	16	30.3352	40.0	32.0	41.8	140.0	36.0	41.8	flash	Bellevue High School
2026-09-01T01:37:30	0.923	28	30.3352	20.0	56.0	43.2	160.0	66.0	43.2	flash	Bellevue High School
2026-09-01T01:38:00	0.716	21	29.324	40.0	42.0	42.6	100.0	60.0	43.6	flash	Bellevue High School
2026-09-01T01:38:30	0.626	19	30.3352	20.0	38.0	41.4	100.0	56.0	43.4	flash	Bellevue High School
2026-09-01T01:39:00	0.725	22	30.3352	0.0	44.0	42.8	120.0	46.0	42.8	flash	Bellevue High School
2026-09-01T01:39:30	0.477	14	29.324	0.0	28.0	42.0	140.0	50.0	43.6	flash	Bellevue High School
2026-09-01T01:40:00	0.758	23	30.3352	80.0	46.0	41.6	200.0	46.0	41.8	flash	Bellevue High School
2026-09-01T01:40:30	0.758	23	30.3352	0.0	46.0	41.8	100.0	72.0	42.8	flash	Bellevue High School
2026-09-01T01:41:00	0.750	22	29.324	0.0	44.0	41.0	240.0	50.0	42.4	flash	Bellevue High School
2026-09-01T01:41:30	0.725	22	30.3352	20.0	44.0	42.0	120.0	66.0	43.8	flash	Bellevue High School
2026-09-01T01:42:00	0.429	13	30.3352	60.0	26.0	41.4	100.0	46.0	42.8	flash	Bellevue High School
2026-09-01T01:42:30	9.344	274	29.324	60.0	552.0	90.6	5120.0	552.0	91.0	flash	Bellevue High School
2026-09-01T01:43:00	0.494	15	30.3352	20.0	30.0	89.4	100.0	550.0	91.2	flash	Bellevue High School
2026-09-01T01:43:30	0.527	16	30.3352	40.0	32.0	88.8	140.0	42.0	89.6	flash	Bellevue High School
2026-09-01T01:44:00	0.443	13	29.324	40.0	28.0	87.0	100.0	40.0	89.0	flash	Bellevue High School
2026-09-01T01:44:30	1.088	33	30.3352	240.0	66.0	90.8	280.0	66.0	90.8	flash	Bellevue High School
2026-09-01T01:45:00	0.429	13	30.3352	0.0	26.0	88.8	200.0	70.0	92.4	flash	Bellevue High School
2026-09-01T01:45:30	1.057	31	29.324	20.0	62.0	90.4	280.0	64.0	91.2	flash	Bellevue High School
2026-09-01T01:46:00	0.593	18	30.3352	0.0	36.0	89.6	140.0	64.0	91.0	flash	Bellevue High School
2026-09-01T01:46:30	0.989	30	30.3352	120.0	60.0	91.2	200.0	60.0	91.2	flash	Bellevue High School
2026-09-01T01:47:00	0.716	21	29.324	60.0	48.0	93.2	100.0	72.0	93.4	flash	Bellevue High School
2026-09-01T01:47:30	0.363	11	30.3352	0.0	22.0	40.2	80.0	42.0	92.8	flash	Bellevue High School
2026-09-01T01:48:00	0.725	22	30.3352	20.0	44.0	41.6	180.0	48.0	41.6	flash	Bellevue High School
2026-09-01T01:48:30	0.784	23	29.324	80.0	48.0	43.2	160.0	56.0	43.2	flash	Bellevue High School
2026-09-01T01:49:00	0.890	27	30.3352	0.0	54.0	45.8	120.0	64.0	46.8	flash	Bellevue High School
2026-09-01T01:49:30	0.527	16	30.3352	20.0	32.0	42.4	140.0	56.0	46.0	flash	Bellevue High School
2026-09-01T01:50:00	0.682	20	29.324	40.0	40.0	43.8	140.0	42.0	43.8	flash	Bellevue High School
2026-09-01T01:50:30	0.824	25	30.3352	0.0	50.0	42.6	120.0	54.0	45.6	flash	Bellevue High School
2026-09-01T01:51:00	0.758	23	30.3352	100.0	46.0	43.6	120.0	52.0	44.0	flash	Bellevue High School
2026-09-01T01:51:30	9.242	271	29.324	0.0	544.0	92.4	5160.0	554.0	93.4	flash	Bellevue High School
2026-09-01T01:52:00	0.659	20	30.3352	100.0	40.0	91.6	120.0	562.0	92.8	flash	Bellevue High School
2026-09-01T01:52:30	0.429	13	30.3352	0.0	26.0	92.0	80.0	46.0	93.2	flash	Bellevue High School
2026-09-01T01:53:00	0.546	16	29.324	80.0	32.0	91.0	160.0	32.0	92.2	flash	Bellevue High School
2026-09-01T01:53:30	0.494	15	30.3352	0.0	30.0	89.2	120.0	48.0	91.2	flash	Bellevue High School
2026-09-01T01:54:00	0.560	17	30.3352	0.0	34.0	87.2	140.0	40.0	89.6	flash	Bellevue High School
2026-09-01T01:54:30	0.614	18	29.324	160.0	36.0	87.6	160.0	36.0	88.2	flash	Bellevue High School
2026-09-01T01:55:00	0.824	25	30.3352	160.0	50.0	88.6	160.0	54.0	88.8	flash	Bellevue High School
2026-09-01T01:55:30	0.560	17	30.3352	0.0	34.0	87.0	140.0	50.0	88.8	flash	Bellevue High School
2026-09-01T01:56:00	0.409	12	29.324	0.0	24.0	85.0	140.0	36.0	86.8	flash	Bellevue High School
2026-09-01T01:56:30	0.956	29	30.3352	40.0	58.0	36.4	200.0	58.0	87.2	flash	Bellevue High School
2026-09-01T01:57:00	0.494	15	30.3352	20.0	30.0	35.4	100.0	64.0	36.8	flash	Bellevue High School
2026-09-01T01:57:30	0.273	8	29.324	0.0	18.0	34.4	100.0	40.0	36.0	flash	Bellevue High School
2026-09-01T01:58:00	0.725	22	30.3352	40.0	44.0	35.6	100.0	44.0	36.4	flash	Bellevue High School
